Name,Domain,Status,Notes,vteDisinformation and misinformation,Types,Books and documentaries,Examples,Health,Operations and events by country,Canada,China,Czechoslovakia,Opposition
,,,,"Types
Algorithmic radicalization
Alternative facts
Big lie
Cherry picking
Circular reporting
Cognitive bias
List of cognitive biases
Conspiracy theory (list)
Deception
Denialism
Disinformation attack
Doublespeak
Euphemistic misspeaking
Factoid
Fake news
online
list of websites
Lying press
Fallacy
List of fallacies
False accusation
False dilemma
False flag
Fear, uncertainty, and doubt
Firehose of falsehood
Forgery as covert operation
Gaslighting
Half-truth
Historical negationism
Hoax
Infodemic
Internet manipulation
Manipulation (psychology)
Media culture
Media manipulation
Potemkin village
Post-truth politics
Psychological warfare
Memetic warfare
Military deception
Propaganda
black propaganda
counterpropaganda
State-sponsored Internet propaganda
Quote mining
Scientific fabrication
Smearing
Social bot
Spin
Truthiness
Urban legend
Whataboutism
Yellow journalism","Algorithmic radicalization
Alternative facts
Big lie
Cherry picking
Circular reporting
Cognitive bias
List of cognitive biases
Conspiracy theory (list)
Deception
Denialism
Disinformation attack
Doublespeak
Euphemistic misspeaking
Factoid
Fake news
online
list of websites
Lying press
Fallacy
List of fallacies
False accusation
False dilemma
False flag
Fear, uncertainty, and doubt
Firehose of falsehood
Forgery as covert operation
Gaslighting
Half-truth
Historical negationism
Hoax
Infodemic
Internet manipulation
Manipulation (psychology)
Media culture
Media manipulation
Potemkin village
Post-truth politics
Psychological warfare
Memetic warfare
Military deception
Propaganda
black propaganda
counterpropaganda
State-sponsored Internet propaganda
Quote mining
Scientific fabrication
Smearing
Social bot
Spin
Truthiness
Urban legend
Whataboutism
Yellow journalism",,,,,,,,
,,,,"Algorithmic radicalization
Alternative facts
Big lie
Cherry picking
Circular reporting
Cognitive bias
List of cognitive biases
Conspiracy theory (list)
Deception
Denialism
Disinformation attack
Doublespeak
Euphemistic misspeaking
Factoid
Fake news
online
list of websites
Lying press
Fallacy
List of fallacies
False accusation
False dilemma
False flag
Fear, uncertainty, and doubt
Firehose of falsehood
Forgery as covert operation
Gaslighting
Half-truth
Historical negationism
Hoax
Infodemic
Internet manipulation
Manipulation (psychology)
Media culture
Media manipulation
Potemkin village
Post-truth politics
Psychological warfare
Memetic warfare
Military deception
Propaganda
black propaganda
counterpropaganda
State-sponsored Internet propaganda
Quote mining
Scientific fabrication
Smearing
Social bot
Spin
Truthiness
Urban legend
Whataboutism
Yellow journalism",,,,,,,,,
,,,,"Books and documentaries
Disinformation by Ion Mihai Pacepa
Dezinformatsia: Active Measures in Soviet Strategy
The KGB and Soviet Disinformation
Who's Who in the CIA
Merchants of Doubt
After Truth: Disinformation and the Cost of Fake News","Disinformation by Ion Mihai Pacepa
Dezinformatsia: Active Measures in Soviet Strategy
The KGB and Soviet Disinformation
Who's Who in the CIA
Merchants of Doubt
After Truth: Disinformation and the Cost of Fake News",,,,,,,,
,,,,"Disinformation by Ion Mihai Pacepa
Dezinformatsia: Active Measures in Soviet Strategy
The KGB and Soviet Disinformation
Who's Who in the CIA
Merchants of Doubt
After Truth: Disinformation and the Cost of Fake News",,,,,,,,,
,,,,"Examples
Bermuda Triangle
Congo Free State propaganda war
Climate change denial
Free energy suppression
Genocide denial
Holocaust denial
Illuminati
International Jewish conspiracy
Misinformation in the Israel–Hamas war
Disinformation in the Russian invasion of Ukraine
New World Order
Red mercury
Reptilians
Rothschilds
Strategy of tension
Health
5G
COVID-19 misinformation
by governments
Ebola
HIV/AIDS denialism
Mental illness denial
Misinformation related to abortion
Vaccines
anti-vaccination
autism
COVID-19
Water fluoridation controversy","Bermuda Triangle
Congo Free State propaganda war
Climate change denial
Free energy suppression
Genocide denial
Holocaust denial
Illuminati
International Jewish conspiracy
Misinformation in the Israel–Hamas war
Disinformation in the Russian invasion of Ukraine
New World Order
Red mercury
Reptilians
Rothschilds
Strategy of tension
Health
5G
COVID-19 misinformation
by governments
Ebola
HIV/AIDS denialism
Mental illness denial
Misinformation related to abortion
Vaccines
anti-vaccination
autism
COVID-19
Water fluoridation controversy","Bermuda Triangle
Congo Free State propaganda war
Climate change denial
Free energy suppression
Genocide denial
Holocaust denial
Illuminati
International Jewish conspiracy
Misinformation in the Israel–Hamas war
Disinformation in the Russian invasion of Ukraine
New World Order
Red mercury
Reptilians
Rothschilds
Strategy of tension","Health
5G
COVID-19 misinformation
by governments
Ebola
HIV/AIDS denialism
Mental illness denial
Misinformation related to abortion
Vaccines
anti-vaccination
autism
COVID-19
Water fluoridation controversy",,,,,,
,,,,"Bermuda Triangle
Congo Free State propaganda war
Climate change denial
Free energy suppression
Genocide denial
Holocaust denial
Illuminati
International Jewish conspiracy
Misinformation in the Israel–Hamas war
Disinformation in the Russian invasion of Ukraine
New World Order
Red mercury
Reptilians
Rothschilds
Strategy of tension
Health
5G
COVID-19 misinformation
by governments
Ebola
HIV/AIDS denialism
Mental illness denial
Misinformation related to abortion
Vaccines
anti-vaccination
autism
COVID-19
Water fluoridation controversy","Bermuda Triangle
Congo Free State propaganda war
Climate change denial
Free energy suppression
Genocide denial
Holocaust denial
Illuminati
International Jewish conspiracy
Misinformation in the Israel–Hamas war
Disinformation in the Russian invasion of Ukraine
New World Order
Red mercury
Reptilians
Rothschilds
Strategy of tension","Health
5G
COVID-19 misinformation
by governments
Ebola
HIV/AIDS denialism
Mental illness denial
Misinformation related to abortion
Vaccines
anti-vaccination
autism
COVID-19
Water fluoridation controversy","5G
COVID-19 misinformation
by governments
Ebola
HIV/AIDS denialism
Mental illness denial
Misinformation related to abortion
Vaccines
anti-vaccination
autism
COVID-19
Water fluoridation controversy",,,,,,
,,,,"Bermuda Triangle
Congo Free State propaganda war
Climate change denial
Free energy suppression
Genocide denial
Holocaust denial
Illuminati
International Jewish conspiracy
Misinformation in the Israel–Hamas war
Disinformation in the Russian invasion of Ukraine
New World Order
Red mercury
Reptilians
Rothschilds
Strategy of tension",,,,,,,,,
,,,,"Health
5G
COVID-19 misinformation
by governments
Ebola
HIV/AIDS denialism
Mental illness denial
Misinformation related to abortion
Vaccines
anti-vaccination
autism
COVID-19
Water fluoridation controversy","5G
COVID-19 misinformation
by governments
Ebola
HIV/AIDS denialism
Mental illness denial
Misinformation related to abortion
Vaccines
anti-vaccination
autism
COVID-19
Water fluoridation controversy",,,,,,,,
,,,,"5G
COVID-19 misinformation
by governments
Ebola
HIV/AIDS denialism
Mental illness denial
Misinformation related to abortion
Vaccines
anti-vaccination
autism
COVID-19
Water fluoridation controversy",,,,,,,,,
,,,,"Operations and events by countryCanadaJihadunspun.comChina
Chinese information operations
50 Cent Party
cyberwarfare
Little Pink
Internet Water Army
PLA Unit 61398
Spamouflage
COVID-19
Global Times
CzechoslovakiaOperation NeptuneGermany
Funkspiel
Propaganda in Nazi Germany
Myth of the clean Wehrmacht
India
Fake news in India
Godi-media
Paid news in India
OpIndia
IsraelTeam JorgeKoreaVoluntary Agency Network of KoreaKuwaitFintas GroupMexicoPeñabotsPhilippines
COVID-19 misinformation in the Philippines (ChinaAngVirus disinformation campaign)
Fake news in the Philippines
Historical distortion regarding Ferdinand Marcos
Russia /Soviet UnionSoviet era
Active Measures
K-1000 battleship
Operation INFEKTION
Operation Toucan
Seat 12
Soviet influence on the peace movement
U.S. Army Field Manual 30-31B
Useful idiot
Post-Soviet era
Cyberwarfare
on Estonia
during the Russo-Georgian War
Information war against Ukraine
Disinformation in the Russian invasion of Ukraine
On US elections
2016
2018
2020
2016 Brexit referendum
Russian Institute for Strategic Studies
Trolls from Olgino
Web brigades
South AfricaHIV/AIDS denialismTurkey
Conspiracy theories
Media censorship and disinformation during the Gezi Park protests
AK Trolls
United Kingdom
Bell Pottinger
Double-Cross System
Clockwork Orange plot
Euromyth
Lancet MMR autism fraud
Operation Mass Appeal
Psychological Warfare Division
Zinoviev letter
United States
1995 CIA disinformation controversy
Attempts to overturn the 2020 election
Conspiracy theories
9/11 conspiracy theories
CIA Kennedy assassination
QAnon
Sandy Hook
COVID-19
Fake news
online
Election denial movement in the United States
The Freedom Fighter's Manual
Habbush letter
Information Operations Roadmap
Litter boxes in schools
Mohamed Atta's alleged Prague connection
Niger uranium forgeries
Tobacco industry playbook
Operation Shocker
Yellow rain
VenezuelaBolivarian Army of TrollsVietnam
Public opinion brigades
Force 47","CanadaJihadunspun.comChina
Chinese information operations
50 Cent Party
cyberwarfare
Little Pink
Internet Water Army
PLA Unit 61398
Spamouflage
COVID-19
Global Times
CzechoslovakiaOperation NeptuneGermany
Funkspiel
Propaganda in Nazi Germany
Myth of the clean Wehrmacht
India
Fake news in India
Godi-media
Paid news in India
OpIndia
IsraelTeam JorgeKoreaVoluntary Agency Network of KoreaKuwaitFintas GroupMexicoPeñabotsPhilippines
COVID-19 misinformation in the Philippines (ChinaAngVirus disinformation campaign)
Fake news in the Philippines
Historical distortion regarding Ferdinand Marcos
Russia /Soviet UnionSoviet era
Active Measures
K-1000 battleship
Operation INFEKTION
Operation Toucan
Seat 12
Soviet influence on the peace movement
U.S. Army Field Manual 30-31B
Useful idiot
Post-Soviet era
Cyberwarfare
on Estonia
during the Russo-Georgian War
Information war against Ukraine
Disinformation in the Russian invasion of Ukraine
On US elections
2016
2018
2020
2016 Brexit referendum
Russian Institute for Strategic Studies
Trolls from Olgino
Web brigades
South AfricaHIV/AIDS denialismTurkey
Conspiracy theories
Media censorship and disinformation during the Gezi Park protests
AK Trolls
United Kingdom
Bell Pottinger
Double-Cross System
Clockwork Orange plot
Euromyth
Lancet MMR autism fraud
Operation Mass Appeal
Psychological Warfare Division
Zinoviev letter
United States
1995 CIA disinformation controversy
Attempts to overturn the 2020 election
Conspiracy theories
9/11 conspiracy theories
CIA Kennedy assassination
QAnon
Sandy Hook
COVID-19
Fake news
online
Election denial movement in the United States
The Freedom Fighter's Manual
Habbush letter
Information Operations Roadmap
Litter boxes in schools
Mohamed Atta's alleged Prague connection
Niger uranium forgeries
Tobacco industry playbook
Operation Shocker
Yellow rain
VenezuelaBolivarian Army of TrollsVietnam
Public opinion brigades
Force 47",Jihadunspun.com,"Chinese information operations
50 Cent Party
cyberwarfare
Little Pink
Internet Water Army
PLA Unit 61398
Spamouflage
COVID-19
Global Times",,,,,,
,,,,"CanadaJihadunspun.comChina
Chinese information operations
50 Cent Party
cyberwarfare
Little Pink
Internet Water Army
PLA Unit 61398
Spamouflage
COVID-19
Global Times
CzechoslovakiaOperation NeptuneGermany
Funkspiel
Propaganda in Nazi Germany
Myth of the clean Wehrmacht
India
Fake news in India
Godi-media
Paid news in India
OpIndia
IsraelTeam JorgeKoreaVoluntary Agency Network of KoreaKuwaitFintas GroupMexicoPeñabotsPhilippines
COVID-19 misinformation in the Philippines (ChinaAngVirus disinformation campaign)
Fake news in the Philippines
Historical distortion regarding Ferdinand Marcos
Russia /Soviet UnionSoviet era
Active Measures
K-1000 battleship
Operation INFEKTION
Operation Toucan
Seat 12
Soviet influence on the peace movement
U.S. Army Field Manual 30-31B
Useful idiot
Post-Soviet era
Cyberwarfare
on Estonia
during the Russo-Georgian War
Information war against Ukraine
Disinformation in the Russian invasion of Ukraine
On US elections
2016
2018
2020
2016 Brexit referendum
Russian Institute for Strategic Studies
Trolls from Olgino
Web brigades
South AfricaHIV/AIDS denialismTurkey
Conspiracy theories
Media censorship and disinformation during the Gezi Park protests
AK Trolls
United Kingdom
Bell Pottinger
Double-Cross System
Clockwork Orange plot
Euromyth
Lancet MMR autism fraud
Operation Mass Appeal
Psychological Warfare Division
Zinoviev letter
United States
1995 CIA disinformation controversy
Attempts to overturn the 2020 election
Conspiracy theories
9/11 conspiracy theories
CIA Kennedy assassination
QAnon
Sandy Hook
COVID-19
Fake news
online
Election denial movement in the United States
The Freedom Fighter's Manual
Habbush letter
Information Operations Roadmap
Litter boxes in schools
Mohamed Atta's alleged Prague connection
Niger uranium forgeries
Tobacco industry playbook
Operation Shocker
Yellow rain
VenezuelaBolivarian Army of TrollsVietnam
Public opinion brigades
Force 47",Jihadunspun.com,"Chinese information operations
50 Cent Party
cyberwarfare
Little Pink
Internet Water Army
PLA Unit 61398
Spamouflage
COVID-19
Global Times",Operation Neptune,,,,,,
,,,,Jihadunspun.com,,,,,,,,,
,,,,"Chinese information operations
50 Cent Party
cyberwarfare
Little Pink
Internet Water Army
PLA Unit 61398
Spamouflage
COVID-19
Global Times",,,,,,,,,
,,,,Operation Neptune,,,,,,,,,
,,,,"Funkspiel
Propaganda in Nazi Germany
Myth of the clean Wehrmacht",,,,,,,,,
,,,,"Fake news in India
Godi-media
Paid news in India
OpIndia",,,,,,,,,
,,,,Team Jorge,,,,,,,,,
,,,,Voluntary Agency Network of Korea,,,,,,,,,
,,,,Fintas Group,,,,,,,,,
,,,,Peñabots,,,,,,,,,
,,,,"COVID-19 misinformation in the Philippines (ChinaAngVirus disinformation campaign)
Fake news in the Philippines
Historical distortion regarding Ferdinand Marcos",,,,,,,,,
,,,,"Soviet era
Active Measures
K-1000 battleship
Operation INFEKTION
Operation Toucan
Seat 12
Soviet influence on the peace movement
U.S. Army Field Manual 30-31B
Useful idiot
Post-Soviet era
Cyberwarfare
on Estonia
during the Russo-Georgian War
Information war against Ukraine
Disinformation in the Russian invasion of Ukraine
On US elections
2016
2018
2020
2016 Brexit referendum
Russian Institute for Strategic Studies
Trolls from Olgino
Web brigades","Active Measures
K-1000 battleship
Operation INFEKTION
Operation Toucan
Seat 12
Soviet influence on the peace movement
U.S. Army Field Manual 30-31B
Useful idiot","Cyberwarfare
on Estonia
during the Russo-Georgian War
Information war against Ukraine
Disinformation in the Russian invasion of Ukraine
On US elections
2016
2018
2020
2016 Brexit referendum
Russian Institute for Strategic Studies
Trolls from Olgino
Web brigades",,,,,,,
,,,,"Active Measures
K-1000 battleship
Operation INFEKTION
Operation Toucan
Seat 12
Soviet influence on the peace movement
U.S. Army Field Manual 30-31B
Useful idiot",,,,,,,,,
,,,,"Cyberwarfare
on Estonia
during the Russo-Georgian War
Information war against Ukraine
Disinformation in the Russian invasion of Ukraine
On US elections
2016
2018
2020
2016 Brexit referendum
Russian Institute for Strategic Studies
Trolls from Olgino
Web brigades",,,,,,,,,
,,,,HIV/AIDS denialism,,,,,,,,,
,,,,"Conspiracy theories
Media censorship and disinformation during the Gezi Park protests
AK Trolls",,,,,,,,,
,,,,"Bell Pottinger
Double-Cross System
Clockwork Orange plot
Euromyth
Lancet MMR autism fraud
Operation Mass Appeal
Psychological Warfare Division
Zinoviev letter",,,,,,,,,
,,,,"1995 CIA disinformation controversy
Attempts to overturn the 2020 election
Conspiracy theories
9/11 conspiracy theories
CIA Kennedy assassination
QAnon
Sandy Hook
COVID-19
Fake news
online
Election denial movement in the United States
The Freedom Fighter's Manual
Habbush letter
Information Operations Roadmap
Litter boxes in schools
Mohamed Atta's alleged Prague connection
Niger uranium forgeries
Tobacco industry playbook
Operation Shocker
Yellow rain",,,,,,,,,
,,,,Bolivarian Army of Trolls,,,,,,,,,
,,,,"Public opinion brigades
Force 47",,,,,,,,,
,,,,"Opposition
Fact-checking
Fact-checking website
Active Measures Working Group
Counter disinformation unit
Counter Misinformation Team
Countering Foreign Propaganda and Disinformation Act
The Disinformation Project
East StratCom Task Force
FactCheck.org
Full Fact
Logically
NewsGuard
PolitiFact
Snopes
StopFake
United States Information Agency
USAFacts","Fact-checking
Fact-checking website
Active Measures Working Group
Counter disinformation unit
Counter Misinformation Team
Countering Foreign Propaganda and Disinformation Act
The Disinformation Project
East StratCom Task Force
FactCheck.org
Full Fact
Logically
NewsGuard
PolitiFact
Snopes
StopFake
United States Information Agency
USAFacts",,,,,,,,
,,,,"Fact-checking
Fact-checking website
Active Measures Working Group
Counter disinformation unit
Counter Misinformation Team
Countering Foreign Propaganda and Disinformation Act
The Disinformation Project
East StratCom Task Force
FactCheck.org
Full Fact
Logically
NewsGuard
PolitiFact
Snopes
StopFake
United States Information Agency
USAFacts",,,,,,,,,
,,,,,"Algorithmic radicalization
Alternative facts
Big lie
Cherry picking
Circular reporting
Cognitive bias
List of cognitive biases
Conspiracy theory (list)
Deception
Denialism
Disinformation attack
Doublespeak
Euphemistic misspeaking
Factoid
Fake news
online
list of websites
Lying press
Fallacy
List of fallacies
False accusation
False dilemma
False flag
Fear, uncertainty, and doubt
Firehose of falsehood
Forgery as covert operation
Gaslighting
Half-truth
Historical negationism
Hoax
Infodemic
Internet manipulation
Manipulation (psychology)
Media culture
Media manipulation
Potemkin village
Post-truth politics
Psychological warfare
Memetic warfare
Military deception
Propaganda
black propaganda
counterpropaganda
State-sponsored Internet propaganda
Quote mining
Scientific fabrication
Smearing
Social bot
Spin
Truthiness
Urban legend
Whataboutism
Yellow journalism",,,,,,,,
,,,,,,"Disinformation by Ion Mihai Pacepa
Dezinformatsia: Active Measures in Soviet Strategy
The KGB and Soviet Disinformation
Who's Who in the CIA
Merchants of Doubt
After Truth: Disinformation and the Cost of Fake News",,,,,,,
,,,,,,,,"5G
COVID-19 misinformation
by governments
Ebola
HIV/AIDS denialism
Mental illness denial
Misinformation related to abortion
Vaccines
anti-vaccination
autism
COVID-19
Water fluoridation controversy",,,,,
,,,,,,,,,"CanadaJihadunspun.comChina
Chinese information operations
50 Cent Party
cyberwarfare
Little Pink
Internet Water Army
PLA Unit 61398
Spamouflage
COVID-19
Global Times
CzechoslovakiaOperation NeptuneGermany
Funkspiel
Propaganda in Nazi Germany
Myth of the clean Wehrmacht
India
Fake news in India
Godi-media
Paid news in India
OpIndia
IsraelTeam JorgeKoreaVoluntary Agency Network of KoreaKuwaitFintas GroupMexicoPeñabotsPhilippines
COVID-19 misinformation in the Philippines (ChinaAngVirus disinformation campaign)
Fake news in the Philippines
Historical distortion regarding Ferdinand Marcos
Russia /Soviet UnionSoviet era
Active Measures
K-1000 battleship
Operation INFEKTION
Operation Toucan
Seat 12
Soviet influence on the peace movement
U.S. Army Field Manual 30-31B
Useful idiot
Post-Soviet era
Cyberwarfare
on Estonia
during the Russo-Georgian War
Information war against Ukraine
Disinformation in the Russian invasion of Ukraine
On US elections
2016
2018
2020
2016 Brexit referendum
Russian Institute for Strategic Studies
Trolls from Olgino
Web brigades
South AfricaHIV/AIDS denialismTurkey
Conspiracy theories
Media censorship and disinformation during the Gezi Park protests
AK Trolls
United Kingdom
Bell Pottinger
Double-Cross System
Clockwork Orange plot
Euromyth
Lancet MMR autism fraud
Operation Mass Appeal
Psychological Warfare Division
Zinoviev letter
United States
1995 CIA disinformation controversy
Attempts to overturn the 2020 election
Conspiracy theories
9/11 conspiracy theories
CIA Kennedy assassination
QAnon
Sandy Hook
COVID-19
Fake news
online
Election denial movement in the United States
The Freedom Fighter's Manual
Habbush letter
Information Operations Roadmap
Litter boxes in schools
Mohamed Atta's alleged Prague connection
Niger uranium forgeries
Tobacco industry playbook
Operation Shocker
Yellow rain
VenezuelaBolivarian Army of TrollsVietnam
Public opinion brigades
Force 47",Jihadunspun.com,"Chinese information operations
50 Cent Party
cyberwarfare
Little Pink
Internet Water Army
PLA Unit 61398
Spamouflage
COVID-19
Global Times",Operation Neptune,
,,,,,,,,,Jihadunspun.com,,,,
,,,,,,,,,"Chinese information operations
50 Cent Party
cyberwarfare
Little Pink
Internet Water Army
PLA Unit 61398
Spamouflage
COVID-19
Global Times",,,,
,,,,,,,,,Operation Neptune,,,,
,,,,,,,,,"Funkspiel
Propaganda in Nazi Germany
Myth of the clean Wehrmacht",,,,
,,,,,,,,,"Fake news in India
Godi-media
Paid news in India
OpIndia",,,,
,,,,,,,,,Team Jorge,,,,
,,,,,,,,,Voluntary Agency Network of Korea,,,,
,,,,,,,,,Fintas Group,,,,
,,,,,,,,,Peñabots,,,,
,,,,,,,,,"COVID-19 misinformation in the Philippines (ChinaAngVirus disinformation campaign)
Fake news in the Philippines
Historical distortion regarding Ferdinand Marcos",,,,
,,,,,,,,,"Soviet era
Active Measures
K-1000 battleship
Operation INFEKTION
Operation Toucan
Seat 12
Soviet influence on the peace movement
U.S. Army Field Manual 30-31B
Useful idiot
Post-Soviet era
Cyberwarfare
on Estonia
during the Russo-Georgian War
Information war against Ukraine
Disinformation in the Russian invasion of Ukraine
On US elections
2016
2018
2020
2016 Brexit referendum
Russian Institute for Strategic Studies
Trolls from Olgino
Web brigades","Active Measures
K-1000 battleship
Operation INFEKTION
Operation Toucan
Seat 12
Soviet influence on the peace movement
U.S. Army Field Manual 30-31B
Useful idiot","Cyberwarfare
on Estonia
during the Russo-Georgian War
Information war against Ukraine
Disinformation in the Russian invasion of Ukraine
On US elections
2016
2018
2020
2016 Brexit referendum
Russian Institute for Strategic Studies
Trolls from Olgino
Web brigades",,
,,,,,,,,,"Active Measures
K-1000 battleship
Operation INFEKTION
Operation Toucan
Seat 12
Soviet influence on the peace movement
U.S. Army Field Manual 30-31B
Useful idiot",,,,
,,,,,,,,,"Cyberwarfare
on Estonia
during the Russo-Georgian War
Information war against Ukraine
Disinformation in the Russian invasion of Ukraine
On US elections
2016
2018
2020
2016 Brexit referendum
Russian Institute for Strategic Studies
Trolls from Olgino
Web brigades",,,,
,,,,,,,,,HIV/AIDS denialism,,,,
,,,,,,,,,"Conspiracy theories
Media censorship and disinformation during the Gezi Park protests
AK Trolls",,,,
,,,,,,,,,"Bell Pottinger
Double-Cross System
Clockwork Orange plot
Euromyth
Lancet MMR autism fraud
Operation Mass Appeal
Psychological Warfare Division
Zinoviev letter",,,,
,,,,,,,,,"1995 CIA disinformation controversy
Attempts to overturn the 2020 election
Conspiracy theories
9/11 conspiracy theories
CIA Kennedy assassination
QAnon
Sandy Hook
COVID-19
Fake news
online
Election denial movement in the United States
The Freedom Fighter's Manual
Habbush letter
Information Operations Roadmap
Litter boxes in schools
Mohamed Atta's alleged Prague connection
Niger uranium forgeries
Tobacco industry playbook
Operation Shocker
Yellow rain",,,,
,,,,,,,,,Bolivarian Army of Trolls,,,,
,,,,,,,,,"Public opinion brigades
Force 47",,,,
,,,,,,,,,,,,,"Fact-checking
Fact-checking website
Active Measures Working Group
Counter disinformation unit
Counter Misinformation Team
Countering Foreign Propaganda and Disinformation Act
The Disinformation Project
East StratCom Task Force
FactCheck.org
Full Fact
Logically
NewsGuard
PolitiFact
Snopes
StopFake
United States Information Agency
USAFacts"
